geometry,rand_point_id,SAMPLE_LC1,lat,lon,code
POINT (-102.0106824679588 38.63753752864873),3349,82,38.63753752864872,-102.01068246795877,crops
POINT (-119.388915664169 48.00285910780224),16260,82,48.00285910780224,-119.388915664169,crops
POINT (-88.14401536618537 43.2969836936973),8684,82,43.2969836936973,-88.14401536618539,crops
POINT (-89.20135610034276 37.92590528754067),25211,82,37.92590528754067,-89.20135610034276,crops
POINT (-116.7442737902569 43.92108113575314),15989,82,43.92108113575315,-116.74427379025694,crops
POINT (-101.9398495554972 34.33095401331139),11770,82,34.33095401331139,-101.93984955549723,crops
POINT (-95.83578881101815 41.42889703837654),17085,82,41.42889703837654,-95.83578881101816,crops
POINT (-113.647608035095 42.68155406158768),10099,82,42.68155406158768,-113.64760803509505,crops
POINT (-89.9520251290121 32.62904377965285),26236,82,32.629043779652854,-89.95202512901209,crops
POINT (-89.75135259315651 40.21079532289317),11192,82,40.21079532289317,-89.75135259315651,crops
POINT (-122.7961131571295 45.65975207030048),2809,82,45.65975207030049,-122.79611315712955,crops
POINT (-93.86283663705437 39.75403994815194),15081,82,39.754039948151934,-93.86283663705437,crops
POINT (-85.41429912924102 42.1680369264395),20114,82,42.1680369264395,-85.41429912924102,crops
POINT (-97.68229481654245 47.95069548290145),3309,82,47.95069548290145,-97.68229481654244,crops
POINT (-80.34336512120916 33.62926037194966),20184,82,33.629260371949655,-80.34336512120916,crops
POINT (-81.30010066826887 36.86534186285289),11206,82,36.865341862852894,-81.30010066826887,crops
POINT (-97.30104579778939 42.23896597200267),7989,82,42.238965972002674,-97.3010457977894,crops
POINT (-95.70304243784223 39.55034895013404),26108,82,39.55034895013405,-95.70304243784224,crops
POINT (-95.11185641995922 40.29642118564858),18751,82,40.296421185648576,-95.11185641995922,crops
POINT (-94.65716367313944 45.22612021046699),10916,82,45.226120210466995,-94.65716367313944,crops
POINT (-93.36576656066035 42.53062333390485),16695,82,42.530623333904856,-93.36576656066036,crops
POINT (-94.31072736503086 30.06954855303517),1762,82,30.069548553035172,-94.31072736503086,crops
POINT (-101.8390179830341 34.34515845138821),11768,82,34.34515845138821,-101.83901798303414,crops
POINT (-93.13860051488587 40.95650628639208),22800,82,40.95650628639208,-93.13860051488588,crops
POINT (-99.54782180518635 45.13033363857626),22969,82,45.13033363857626,-99.54782180518637,crops
POINT (-96.22246177688211 44.99484078660809),1271,82,44.994840786608094,-96.22246177688213,crops
POINT (-96.84305698106432 43.09106495796461),17512,82,43.09106495796461,-96.84305698106432,crops
POINT (-82.64635842309052 43.63165386492473),2522,82,43.63165386492473,-82.64635842309052,crops
POINT (-102.031937180094 33.34095710737115),4834,82,33.340957107371146,-102.03193718009405,crops
POINT (-88.82526112719952 36.37027093895522),20213,82,36.370270938955215,-88.82526112719951,crops
POINT (-101.2429801413986 47.14413269933375),22286,82,47.14413269933375,-101.24298014139858,crops
POINT (-112.4779225761043 42.93801826145921),19749,82,42.93801826145921,-112.47792257610436,crops
POINT (-112.9304101723884 42.15314298789329),15115,82,42.15314298789329,-112.93041017238836,crops
POINT (-121.7154438506366 38.89222409134676),21540,82,38.89222409134676,-121.71544385063662,crops
POINT (-91.35052404400528 33.61065616621948),15017,82,33.610656166219485,-91.35052404400528,crops
POINT (-89.47807801457171 39.2047673906098),4064,82,39.204767390609796,-89.47807801457171,crops
POINT (-100.7745701267803 32.58033672122872),18969,82,32.58033672122872,-100.77457012678028,crops
POINT (-102.2440027578357 36.21832554734626),15479,82,36.21832554734626,-102.24400275783569,crops
POINT (-91.59838563870989 42.72862844024686),9190,82,42.72862844024686,-91.59838563870987,crops
POINT (-90.31497996621384 38.32919433899777),19178,82,38.32919433899777,-90.31497996621384,crops
POINT (-93.74911867595411 40.06904884064134),5600,82,40.069048840641344,-93.74911867595414,crops
POINT (-122.2503260497534 39.52631028974158),25545,82,39.52631028974158,-122.25032604975344,crops
POINT (-90.38720326012516 44.99586915767986),24807,82,44.99586915767986,-90.38720326012516,crops
POINT (-83.53435546956921 40.75713110396428),21722,82,40.75713110396429,-83.5343554695692,crops
POINT (-92.8571749607311 30.3708480167839),5437,82,30.370848016783906,-92.85717496073109,crops
POINT (-88.97118646998224 39.37792485339918),14517,82,39.37792485339918,-88.97118646998224,crops
POINT (-91.62802234663241 41.91072509760943),8284,82,41.91072509760943,-91.6280223466324,crops
POINT (-89.87682384118143 39.54719074918788),15494,82,39.54719074918789,-89.87682384118143,crops
POINT (-77.72241648812165 40.49267209756535),17973,82,40.49267209756536,-77.72241648812165,crops
POINT (-99.0624982300116 38.00825248643018),11003,82,38.00825248643018,-99.0624982300116,crops
POINT (-88.4613221872419 37.65969277432487),20109,82,37.65969277432488,-88.4613221872419,crops
POINT (-84.58970160375296 42.8567475203763),4052,82,42.856747520376295,-84.58970160375296,crops
POINT (-85.56998779801586 39.8008311303027),7063,82,39.800831130302704,-85.56998779801586,crops
POINT (-92.4780917255873 30.27584312459735),24841,82,30.275843124597355,-92.47809172558729,crops
POINT (-97.85076599905355 46.24364109751929),2843,82,46.243641097519294,-97.85076599905355,crops
POINT (-97.45008990423635 44.38209776948711),6713,82,44.38209776948712,-97.45008990423635,crops
POINT (-88.77929439663937 41.71518724251361),6320,82,41.71518724251362,-88.77929439663937,crops
POINT (-101.477726891766 37.73325238233338),24083,82,37.733252382333376,-101.47772689176605,crops
POINT (-101.7886880302659 36.92206208883947),21512,82,36.92206208883948,-101.78868803026589,crops
POINT (-97.73728836578128 36.41513620139746),26196,82,36.41513620139746,-97.73728836578128,crops
POINT (-77.72715128783786 39.4939158258905),22616,82,39.4939158258905,-77.72715128783786,crops
POINT (-101.6776037377625 40.84874041107405),25829,82,40.84874041107405,-101.6776037377625,crops
POINT (-89.93017175066791 43.43920954359267),141,82,43.43920954359268,-89.93017175066791,crops
POINT (-95.4771415509023 38.01756843371174),6960,82,38.017568433711745,-95.47714155090229,crops
POINT (-98.24319466682509 40.85016726060323),24592,82,40.85016726060323,-98.24319466682509,crops
POINT (-77.48016646834847 35.0182109424799),22383,82,35.0182109424799,-77.48016646834847,crops
POINT (-89.27495687404831 42.70452011299383),10059,82,42.704520112993826,-89.27495687404831,crops
POINT (-110.9722885682885 48.62352453052979),7448,82,48.623524530529785,-110.97228856828846,crops
POINT (-88.38951173231548 40.00891690855543),21689,82,40.008916908555435,-88.38951173231548,crops
POINT (-101.170270992538 34.41914617145588),4321,82,34.41914617145588,-101.17027099253795,crops
POINT (-98.35419277953443 26.45984433884658),1959,82,26.45984433884658,-98.35419277953443,crops
POINT (-87.41272171359553 40.35663205784932),2975,82,40.356632057849325,-87.41272171359553,crops
POINT (-89.14579232729339 43.72940323447848),3827,82,43.729403234478475,-89.14579232729339,crops
POINT (-120.4155555555836 37.10635300055182),16341,82,37.10635300055182,-120.41555555558355,crops
POINT (-84.72051153244003 43.28614730659089),13461,82,43.28614730659089,-84.72051153244003,crops
POINT (-88.49899105213434 43.63194159127419),8895,82,43.631941591274185,-88.49899105213434,crops
POINT (-98.9058969260302 39.74695241837393),15213,82,39.74695241837393,-98.9058969260302,crops
POINT (-92.26167387775457 43.44934334342361),2755,82,43.44934334342361,-92.26167387775456,crops
POINT (-83.67236080708213 39.75054254138325),10744,82,39.750542541383254,-83.67236080708213,crops
POINT (-99.63097403822074 32.52822434734668),14780,82,32.52822434734668,-99.63097403822073,crops
POINT (-89.58959578801462 37.63627717614862),22107,82,37.636277176148624,-89.58959578801462,crops
POINT (-98.32976287751976 35.69895007713713),10395,82,35.698950077137134,-98.32976287751976,crops
POINT (-100.9772105038199 46.76063947234468),23197,82,46.76063947234468,-100.97721050381986,crops
POINT (-99.04054946726228 38.37244628166132),5347,82,38.37244628166132,-99.04054946726228,crops
POINT (-94.09949769959633 40.18339882027468),4619,82,40.18339882027468,-94.09949769959631,crops
POINT (-101.9385633128256 37.25184257823128),11083,82,37.25184257823128,-101.93856331282558,crops
POINT (-84.87946723832205 41.12626316419307),1196,82,41.12626316419307,-84.87946723832205,crops
POINT (-88.74097591800563 39.80067826058254),2275,82,39.800678260582536,-88.74097591800562,crops
POINT (-103.2187501812049 42.20917754325694),10324,82,42.209177543256935,-103.21875018120487,crops
POINT (-94.62015528481326 44.5349424575161),3965,82,44.534942457516095,-94.62015528481326,crops
POINT (-91.93771815943583 41.54212537358073),19270,82,41.542125373580724,-91.93771815943585,crops
POINT (-91.20766707711927 42.54654061612051),15858,82,42.54654061612051,-91.20766707711927,crops
POINT (-97.51750617162567 47.51446494120032),8807,82,47.51446494120032,-97.51750617162568,crops
POINT (-117.2625685424895 47.5204572838298),11542,82,47.52045728382979,-117.26256854248949,crops
POINT (-76.7933592867353 35.13269959449683),10515,82,35.13269959449683,-76.7933592867353,crops
POINT (-101.8238147220566 33.42373409497582),10907,82,33.42373409497582,-101.82381472205658,crops
POINT (-96.00135237703803 29.12055624989392),19139,82,29.120556249893927,-96.00135237703805,crops
POINT (-93.15283104275741 39.6755782649427),8957,82,39.6755782649427,-93.15283104275741,crops
POINT (-80.85247383769729 35.93931920011111),14683,82,35.939319200111115,-80.85247383769729,crops
POINT (-96.64188145208328 44.47961154330849),18101,82,44.47961154330849,-96.64188145208328,crops
POINT (-92.08480023183702 39.83780371918491),21665,82,39.837803719184905,-92.08480023183702,crops
POINT (-84.68409110482018 43.89911998427137),671,82,43.899119984271366,-84.68409110482018,crops
POINT (-101.3827817886053 39.82791898141676),18011,82,39.82791898141676,-101.38278178860531,crops
POINT (-97.49250134080656 41.22328742422972),7065,82,41.22328742422972,-97.49250134080656,crops
POINT (-85.08045060268242 40.48321632516252),18354,82,40.48321632516252,-85.08045060268242,crops
POINT (-98.20257098041508 37.97484656537104),25146,82,37.97484656537104,-98.20257098041508,crops
POINT (-97.67375619436015 36.53618216028396),26190,82,36.536182160283964,-97.67375619436017,crops
POINT (-91.19222920119712 33.6111725900725),15023,82,33.6111725900725,-91.19222920119712,crops
POINT (-101.9268738175165 39.85391891126693),8104,82,39.85391891126693,-101.92687381751652,crops
POINT (-98.72187654998034 39.97861131739369),15214,82,39.97861131739369,-98.72187654998034,crops
POINT (-83.8083430355057 31.65570538940481),13524,82,31.655705389404808,-83.8083430355057,crops
POINT (-83.97713563375669 40.72318336800367),126,82,40.72318336800368,-83.97713563375669,crops
POINT (-117.3418663490992 46.91003552977845),23832,82,46.910035529778455,-117.34186634909919,crops
POINT (-83.08043341105478 43.21013211946982),9557,82,43.210132119469826,-83.08043341105478,crops
POINT (-90.06397195128814 44.6375704849987),20599,82,44.637570484998705,-90.06397195128815,crops
POINT (-101.5753776000092 35.4081034453327),9484,82,35.408103445332706,-101.57537760000916,crops
POINT (-89.35532437271948 44.95766069895099),14052,82,44.957660698950995,-89.35532437271948,crops
POINT (-117.1716870956568 47.30386907139784),11543,82,47.30386907139785,-117.17168709565675,crops
POINT (-99.06414677836101 38.92686596908423),2181,82,38.926865969084226,-99.06414677836099,crops
POINT (-95.5095252190717 41.76855118557661),7094,82,41.76855118557661,-95.50952521907172,crops
POINT (-102.5458511255755 33.00896810837147),9382,82,33.00896810837147,-102.54585112557548,crops
POINT (-95.94990293870883 45.92696498759843),17355,82,45.92696498759843,-95.94990293870885,crops
POINT (-98.06617854723349 41.46553113820106),25498,82,41.46553113820106,-98.06617854723349,crops
POINT (-101.8932539175559 32.28570454533109),8165,82,32.28570454533109,-101.89325391755587,crops
POINT (-97.33365512184369 40.98128122738072),20238,82,40.98128122738072,-97.33365512184368,crops
POINT (-90.44776317656797 39.37454256606156),13691,82,39.374542566061564,-90.44776317656796,crops
POINT (-82.7240971843737 35.23622188880395),25355,82,35.236221888803954,-82.7240971843737,crops
POINT (-83.99672845205802 39.49329837114438),23863,82,39.493298371144384,-83.99672845205802,crops
POINT (-93.05539477286487 43.76973395893227),3050,82,43.76973395893228,-93.05539477286487,crops
POINT (-90.39005713605322 42.80071890918228),7729,82,42.80071890918228,-90.39005713605322,crops
POINT (-95.88810544448914 45.41758272553229),19149,82,45.41758272553229,-95.88810544448914,crops
